Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (Ton),RTD1 Temperature (F),RTD2 Temperature (F)
9/9/2018 15:14:51.4,75.82,-1457.1,74.52,82.60
9/9/2018 15:24:51.4,76.10,-1461.3,74.88,82.51
9/9/2018 15:34:51.4,77.09,-1465.3,74.86,82.45
9/9/2018 15:44:51.4,76.81,-1469.4,75.04,82.90
9/9/2018 15:54:51.4,76.65,-1473.7,74.39,82.85
9/9/2018 16:04:51.4,75.03,-1478.1,74.57,82.85
9/9/2018 16:14:51.4,76.93,-1482.2,75.09,82.45
9/9/2018 16:24:51.4,76.10,-1486.2,74.84,82.62
9/9/2018 16:34:51.4,76.89,-1490.5,74.62,82.87
9/9/2018 16:44:51.4,76.22,-1494.8,74.66,82.69
9/9/2018 16:54:51.4,76.81,-1499.0,75.24,82.85
9/9/2018 17:04:51.4,80.11,-1503.0,75.11,82.65
9/9/2018 17:14:51.4,79.00,-1507.5,75.25,83.91
9/9/2018 17:24:51.4,78.40,-1512.0,75.02,83.16
9/9/2018 17:34:51.4,78.00,-1516.5,75.11,83.37
9/9/2018 17:44:51.4,78.72,-1520.9,75.27,83.10
9/9/2018 17:54:51.4,78.24,-1525.2,75.20,83.17
9/9/2018 18:04:51.4,78.64,-1529.6,75.16,83.46
9/9/2018 18:14:51.4,77.81,-1534.0,75.20,83.08
9/9/2018 18:24:51.4,78.12,-1538.3,75.02,83.14
9/9/2018 18:34:51.4,77.77,-1542.6,75.00,82.92
9/9/2018 18:44:51.4,78.28,-1546.9,74.89,82.89
9/9/2018 18:54:51.4,78.00,-1551.2,75.11,82.65
9/9/2018 19:04:51.4,75.50,-1555.1,74.89,82.63
9/9/2018 19:14:51.4,76.06,-1559.2,74.44,82.29
9/9/2018 19:24:51.4,75.70,-1563.2,74.88,82.00
9/9/2018 19:34:51.4,76.54,-1566.9,74.86,81.95
9/9/2018 19:44:51.4,76.26,-1570.7,74.75,81.99
9/9/2018 19:54:51.4,76.14,-1574.6,74.44,82.15
9/9/2018 20:04:51.4,75.82,-1578.6,74.34,81.73
9/9/2018 20:14:51.4,75.82,-1582.3,74.66,81.41
9/9/2018 20:24:51.4,76.26,-1585.9,74.03,81.25
9/9/2018 20:34:51.4,75.46,-1589.8,73.80,81.30
9/9/2018 20:44:51.4,76.10,-1593.6,73.49,80.60
9/9/2018 20:54:51.4,75.42,-1597.3,73.40,80.24
9/9/2018 21:04:51.4,74.75,-1600.7,73.98,80.15
9/9/2018 21:14:51.4,75.38,-1603.9,73.44,79.95
9/9/2018 21:24:51.4,75.11,-1607.4,73.54,80.26
9/9/2018 21:34:51.4,74.59,-1610.9,73.27,79.83
9/9/2018 21:44:51.4,74.99,-1614.3,73.45,79.93
9/9/2018 21:54:51.4,75.11,-1617.3,73.89,79.70
9/9/2018 22:04:51.4,75.74,-1620.5,73.76,80.11
9/9/2018 22:14:51.4,75.07,-1623.8,73.60,80.24
9/9/2018 22:24:51.4,74.23,-1627.3,73.33,79.93
9/9/2018 22:34:51.4,75.31,-1630.6,73.65,79.70
9/9/2018 22:44:51.4,74.63,-1633.6,73.81,79.56
9/9/2018 22:54:51.4,75.38,-1636.7,73.85,79.93
9/9/2018 23:04:51.4,74.35,-1640.1,73.31,79.99
9/9/2018 23:14:51.4,74.87,-1643.4,73.62,79.77
9/9/2018 23:24:51.4,74.83,-1646.5,73.71,79.56
9/9/2018 23:34:51.4,74.55,-1649.6,73.56,79.75
9/9/2018 23:44:51.4,75.27,-1652.9,73.35,79.75
9/9/2018 23:54:51.4,74.19,-1656.1,73.69,79.59
9/10/2018 00:04:51.4,75.03,-1659.2,73.44,79.66
9/10/2018 00:14:51.4,74.15,-1662.4,73.53,79.75
9/10/2018 00:24:51.4,75.23,-1665.6,73.51,79.57
9/10/2018 00:34:51.4,74.55,-1668.7,73.56,79.63
9/10/2018 00:44:51.4,73.96,-1671.8,73.49,79.54
9/10/2018 00:54:51.4,75.15,-1674.9,73.54,79.54
9/10/2018 01:04:51.4,73.96,-1678.0,73.42,79.45
9/10/2018 01:14:51.4,74.99,-1681.1,73.56,79.48
9/10/2018 01:24:51.4,73.96,-1684.1,73.62,79.48
9/10/2018 01:34:51.4,75.07,-1687.0,73.96,79.54
9/10/2018 01:44:51.4,74.15,-1690.0,73.78,79.77
9/10/2018 01:54:51.4,74.75,-1693.2,73.56,79.75
9/10/2018 02:04:51.4,74.08,-1696.4,73.42,79.56
9/10/2018 02:14:51.4,74.15,-1699.5,73.56,79.43
9/10/2018 02:24:51.4,74.63,-1702.5,73.51,79.30
9/10/2018 02:34:51.4,73.92,-1705.5,73.62,79.47
9/10/2018 02:44:51.4,74.99,-1708.4,73.65,79.41
9/10/2018 02:54:51.4,73.32,-1711.5,73.69,79.43
9/10/2018 03:04:51.4,74.67,-1714.5,73.53,79.48
9/10/2018 03:14:51.4,74.19,-1717.5,73.51,79.38
9/10/2018 03:24:51.4,74.31,-1720.5,73.62,79.45
9/10/2018 03:34:51.4,74.43,-1723.5,73.62,79.34
9/10/2018 03:44:51.4,73.96,-1726.5,73.45,79.48
9/10/2018 03:54:51.4,74.47,-1729.4,73.90,79.25
9/10/2018 04:04:51.4,73.60,-1732.2,73.85,79.43
9/10/2018 04:14:51.4,74.67,-1735.2,73.81,79.52
9/10/2018 04:24:51.4,73.84,-1738.1,73.67,79.50
9/10/2018 04:34:51.4,74.27,-1741.2,73.62,79.75
9/10/2018 04:44:51.4,73.84,-1744.2,73.51,79.41
9/10/2018 04:54:51.4,74.23,-1747.3,73.20,79.47
9/10/2018 05:04:51.4,74.31,-1750.5,73.00,79.20
9/10/2018 05:14:51.4,73.68,-1753.7,73.04,78.93
9/10/2018 05:24:51.4,74.23,-1756.8,72.54,78.82
9/10/2018 05:34:51.4,73.52,-1759.9,73.04,78.49
9/10/2018 05:44:51.4,73.72,-1762.6,73.36,78.80
9/10/2018 05:54:51.4,73.52,-1765.3,73.33,78.82
9/10/2018 06:04:51.4,73.76,-1768.0,73.80,78.98
9/10/2018 06:14:51.4,73.72,-1770.8,73.20,79.11
9/10/2018 06:24:51.4,73.64,-1774.0,73.22,79.29
9/10/2018 06:34:51.4,73.36,-1777.0,72.95,78.87
9/10/2018 06:44:51.4,73.76,-1780.1,72.68,78.98
9/10/2018 06:54:51.4,73.76,-1783.1,73.35,78.58
9/10/2018 07:04:51.4,73.40,-1785.7,73.22,78.57
9/10/2018 07:14:51.4,74.04,-1788.3,73.62,78.91
9/10/2018 07:24:51.4,73.72,-1791.1,73.58,79.25
9/10/2018 07:34:51.4,73.56,-1793.9,73.80,79.16
9/10/2018 07:44:51.4,73.04,-1796.7,73.56,79.16
9/10/2018 07:54:51.4,73.80,-1799.6,73.42,79.11
9/10/2018 08:04:51.4,74.00,-1802.5,73.20,78.94
9/10/2018 08:14:51.4,73.00,-1805.4,73.11,78.91
9/10/2018 08:24:51.4,74.00,-1808.4,72.97,78.80
9/10/2018 08:34:51.4,73.32,-1811.4,72.90,79.00
9/10/2018 08:44:51.4,73.32,-1814.4,72.77,78.75
9/10/2018 08:54:51.4,72.65,-1817.5,72.79,78.60
9/10/2018 09:04:51.4,73.88,-1820.2,73.89,78.57
9/10/2018 09:14:51.4,73.40,-1822.5,74.26,78.91
9/10/2018 09:24:51.4,74.11,-1825.1,74.21,79.79
9/10/2018 09:34:51.4,75.03,-1828.4,73.17,80.02
9/10/2018 09:44:51.4,73.68,-1831.8,73.81,79.75
9/10/2018 09:54:51.4,74.99,-1834.7,73.74,79.43
9/10/2018 10:04:51.4,74.04,-1837.6,73.94,79.72
9/10/2018 10:14:51.4,74.87,-1840.8,73.54,79.99
9/10/2018 10:24:51.4,74.19,-1844.1,73.62,79.74
9/10/2018 10:34:51.4,74.15,-1847.1,73.87,79.72
9/10/2018 10:44:51.4,74.35,-1850.2,73.60,79.66
9/10/2018 10:54:51.4,74.75,-1853.5,73.65,80.24
9/10/2018 11:04:51.4,74.71,-1856.8,73.80,79.83
9/10/2018 11:14:51.4,74.95,-1859.9,73.87,79.90
9/10/2018 11:24:51.4,75.62,-1863.2,73.45,80.19
9/10/2018 11:34:51.4,74.31,-1866.7,73.53,80.22
9/10/2018 11:44:51.4,77.09,-1870.2,73.90,80.31
9/10/2018 11:54:51.4,76.54,-1873.7,74.12,80.71
9/10/2018 12:04:51.4,77.17,-1877.4,73.92,81.34
9/10/2018 12:14:51.4,76.30,-1881.4,73.89,81.23
9/10/2018 12:24:51.4,77.13,-1885.1,74.26,81.18
9/10/2018 12:34:51.4,77.09,-1888.8,74.32,81.55
9/10/2018 12:44:51.4,76.85,-1892.7,74.14,81.77
9/10/2018 12:54:51.4,77.73,-1896.8,74.16,81.99
9/10/2018 13:04:51.4,76.30,-1900.8,74.61,81.72
9/10/2018 13:14:51.4,77.41,-1904.7,74.46,81.97
9/10/2018 13:24:51.4,76.22,-1908.7,74.50,82.08
9/10/2018 13:34:51.4,77.57,-1913.0,74.30,82.36
9/10/2018 13:44:51.4,76.97,-1917.0,74.75,82.20
9/10/2018 13:54:51.4,77.01,-1921.1,74.35,82.47
9/10/2018 14:04:51.4,77.17,-1925.4,74.71,82.47
9/10/2018 14:14:51.4,77.29,-1929.6,74.48,82.54
9/10/2018 14:24:51.4,77.17,-1934.0,74.61,82.85
9/10/2018 14:34:51.4,76.61,-1938.2,74.86,82.56
9/10/2018 14:44:51.4,78.56,-1942.5,74.75,83.07
9/10/2018 14:54:51.4,77.21,-1946.9,74.88,83.07
9/10/2018 15:04:51.4,77.81,-1951.4,74.75,83.19
9/10/2018 15:14:51.4,77.49,-1956.0,74.75,83.12
9/10/2018 15:24:51.4,77.57,-1960.4,75.00,83.10
9/10/2018 15:34:51.4,77.92,-1964.8,74.95,83.30
9/10/2018 15:44:51.4,78.00,-1969.4,75.04,83.44
9/10/2018 15:54:51.4,77.77,-1973.9,75.07,83.46
9/10/2018 16:04:51.4,77.61,-1978.6,74.77,83.53
9/10/2018 16:14:51.4,78.32,-1983.3,75.06,83.52
9/10/2018 16:24:51.4,78.12,-1987.8,75.07,83.41
9/10/2018 16:34:51.4,79.23,-1992.4,75.02,83.61
9/10/2018 16:44:51.4,78.56,-1997.1,75.06,83.53
9/10/2018 16:54:51.4,78.88,-2001.8,74.91,83.61
9/10/2018 17:04:51.4,78.92,-2006.6,74.79,83.59
9/10/2018 17:14:51.4,78.36,-2011.2,75.22,83.48
9/10/2018 17:24:51.4,79.47,-2015.8,75.15,83.61
9/10/2018 17:34:51.4,79.19,-2020.5,75.16,83.80
9/10/2018 17:44:51.4,79.07,-2025.2,75.15,83.84
9/10/2018 17:54:51.4,78.84,-2030.0,75.16,83.77
9/10/2018 18:04:51.4,78.84,-2034.7,74.86,83.59
9/10/2018 18:14:51.4,78.72,-2039.4,75.00,83.35
9/10/2018 18:24:51.4,79.27,-2043.9,74.98,83.35
9/10/2018 18:34:51.4,78.88,-2048.5,74.95,83.26
9/10/2018 18:44:51.4,78.36,-2053.0,74.89,83.14
9/10/2018 18:54:51.4,79.07,-2057.5,74.64,83.03
9/10/2018 19:04:51.4,78.12,-2062.1,74.68,82.87
9/10/2018 19:14:51.4,78.64,-2066.5,74.75,82.67
9/10/2018 19:24:51.4,77.84,-2070.7,74.70,82.63
9/10/2018 19:34:51.4,78.36,-2075.0,74.62,82.53
9/10/2018 19:44:51.4,78.04,-2079.2,74.57,82.53
9/10/2018 19:54:51.4,77.41,-2083.4,74.44,82.31
9/10/2018 20:04:51.4,77.37,-2087.7,74.30,82.08
9/10/2018 20:14:51.4,76.61,-2091.8,74.19,81.81
9/10/2018 20:24:51.4,77.65,-2095.8,74.48,81.66
9/10/2018 20:34:51.4,76.73,-2099.6,74.10,81.55
9/10/2018 20:44:51.4,76.69,-2103.6,73.92,81.45
9/10/2018 20:54:51.4,76.06,-2107.5,73.92,81.05
9/10/2018 21:04:51.4,76.61,-2111.1,74.25,80.92
9/10/2018 21:14:51.4,73.96,-2114.6,73.99,80.91
9/10/2018 21:24:51.4,74.91,-2118.1,73.69,80.42
9/10/2018 21:34:51.4,74.59,-2121.5,73.36,80.11
9/10/2018 21:44:51.4,73.64,-2124.9,73.42,79.90
9/10/2018 21:54:51.4,74.19,-2128.1,73.74,79.61
9/10/2018 22:04:51.4,73.44,-2131.1,73.69,79.70
9/10/2018 22:14:51.4,74.04,-2134.3,73.60,79.90
9/10/2018 22:24:51.4,73.40,-2137.6,73.31,79.84
9/10/2018 22:34:51.4,74.79,-2140.9,73.53,79.63
9/10/2018 22:44:51.4,73.88,-2144.0,73.60,79.56
9/10/2018 22:54:51.4,73.92,-2147.2,73.62,79.74
9/10/2018 23:04:51.4,73.92,-2150.3,73.24,79.70
9/10/2018 23:14:51.4,73.72,-2153.6,73.53,79.79
9/10/2018 23:24:51.4,73.96,-2156.7,73.80,79.61
9/10/2018 23:34:51.4,74.15,-2159.7,73.85,79.75
9/10/2018 23:44:51.4,74.83,-2162.9,73.36,79.92
9/10/2018 23:54:51.4,73.68,-2166.2,73.47,79.79
9/11/2018 00:04:51.4,74.04,-2169.4,73.35,79.66
9/11/2018 00:14:51.4,73.72,-2172.6,73.49,79.52
9/11/2018 00:24:51.4,73.64,-2175.7,73.54,79.61
9/11/2018 00:34:51.4,74.15,-2178.8,73.51,79.52
9/11/2018 00:44:51.4,73.36,-2181.9,73.56,79.66
9/11/2018 00:54:51.4,75.03,-2185.0,73.49,79.57
9/11/2018 01:04:51.4,73.08,-2188.0,73.71,79.54
9/11/2018 01:14:51.4,74.15,-2191.1,73.58,79.57
9/11/2018 01:24:51.4,74.08,-2194.1,73.63,79.56
9/11/2018 01:34:51.4,74.04,-2197.2,73.58,79.63
9/11/2018 01:44:51.4,73.88,-2200.2,73.54,79.43
9/11/2018 01:54:51.4,73.28,-2203.3,73.58,79.52
9/11/2018 02:04:51.4,74.39,-2206.3,73.58,79.38
9/11/2018 02:14:51.4,72.77,-2209.2,73.67,79.43
9/11/2018 02:24:51.4,73.68,-2212.2,73.53,79.38
9/11/2018 02:34:51.4,73.12,-2215.2,73.45,79.25
9/11/2018 02:44:51.4,73.60,-2218.1,73.58,79.32
9/11/2018 02:54:51.4,73.40,-2221.1,73.54,79.25
9/11/2018 03:04:51.4,73.52,-2224.0,73.67,79.43
9/11/2018 03:14:51.4,74.19,-2226.9,73.60,79.27
9/11/2018 03:24:51.4,73.40,-2229.8,73.71,79.41
9/11/2018 03:34:51.4,73.88,-2232.7,73.47,79.27
9/11/2018 03:44:51.4,72.45,-2235.7,73.58,79.39
9/11/2018 03:54:51.4,73.88,-2238.6,73.58,79.36
9/11/2018 04:04:51.4,72.69,-2241.5,73.67,79.36
9/11/2018 04:14:51.4,73.72,-2244.4,73.62,79.47
9/11/2018 04:24:51.4,73.44,-2247.4,73.60,79.34
9/11/2018 04:34:51.4,73.60,-2250.4,73.69,79.63
9/11/2018 04:44:51.4,73.24,-2253.4,73.15,79.34
9/11/2018 04:54:51.4,72.49,-2256.6,73.29,79.30
9/11/2018 05:04:51.4,73.48,-2259.5,73.26,79.02
9/11/2018 05:14:51.4,73.00,-2262.5,73.17,79.07
9/11/2018 05:24:51.4,73.24,-2265.6,72.84,79.12
9/11/2018 05:34:51.4,72.57,-2268.7,72.95,78.80
9/11/2018 05:44:51.4,73.12,-2271.7,72.68,79.03
9/11/2018 05:54:51.4,72.77,-2274.7,72.95,78.67
9/11/2018 06:04:51.4,72.81,-2277.4,73.58,78.64
9/11/2018 06:14:51.4,73.76,-2280.0,73.22,78.85
9/11/2018 06:24:51.4,72.69,-2283.1,73.08,79.27
9/11/2018 06:34:51.4,72.65,-2286.2,73.02,78.93
9/11/2018 06:44:51.4,72.88,-2289.1,72.81,78.82
9/11/2018 06:54:51.4,73.04,-2292.2,73.26,79.02
9/11/2018 07:04:51.4,72.49,-2294.9,73.65,78.60
9/11/2018 07:14:51.4,72.85,-2297.6,73.22,79.09
9/11/2018 07:24:51.4,72.41,-2300.6,73.18,79.25
9/11/2018 07:34:51.4,72.85,-2303.6,73.17,79.00
9/11/2018 07:44:51.4,73.00,-2306.6,73.08,78.85
9/11/2018 07:54:51.4,73.00,-2309.5,73.11,78.89
9/11/2018 08:04:51.4,73.16,-2312.4,73.13,79.00
9/11/2018 08:14:51.4,72.57,-2315.3,73.09,78.76
9/11/2018 08:24:51.4,73.36,-2318.2,73.08,78.84
9/11/2018 08:34:51.4,72.41,-2321.1,73.02,78.69
9/11/2018 08:44:51.4,73.28,-2324.0,73.02,78.80
9/11/2018 08:54:51.4,72.65,-2326.9,73.11,78.73
9/11/2018 09:04:51.4,73.52,-2329.6,73.78,78.82
9/11/2018 09:14:51.4,72.92,-2332.1,74.23,79.00
9/11/2018 09:24:51.4,72.77,-2334.6,74.46,79.54
9/11/2018 09:34:51.4,74.31,-2337.4,73.65,79.75
9/11/2018 09:44:51.4,73.32,-2340.6,73.56,79.83
9/11/2018 09:54:51.4,73.76,-2343.7,73.69,79.52
9/11/2018 10:04:51.4,73.04,-2346.5,73.90,79.38
9/11/2018 10:14:51.4,73.36,-2349.5,73.53,79.66
9/11/2018 10:24:51.4,73.12,-2352.6,73.49,79.61
9/11/2018 10:34:51.4,73.36,-2355.6,73.81,79.50
9/11/2018 10:44:51.4,73.68,-2358.5,73.60,79.50
9/11/2018 10:54:51.4,73.32,-2361.7,73.42,79.74
9/11/2018 11:04:51.4,74.23,-2364.9,73.49,79.74
9/11/2018 11:14:51.4,73.24,-2367.9,73.85,79.66
9/11/2018 11:24:51.4,74.11,-2371.0,73.74,79.92
9/11/2018 11:34:51.4,73.56,-2374.3,73.47,79.97
9/11/2018 11:44:51.4,74.15,-2377.6,73.49,79.92
9/11/2018 11:54:51.4,74.19,-2380.8,73.85,79.79
9/11/2018 12:04:51.4,73.92,-2383.9,73.94,80.35
9/11/2018 12:14:51.4,74.47,-2387.2,73.62,80.44
9/11/2018 12:24:51.4,74.04,-2390.8,73.67,80.69
9/11/2018 12:34:51.4,74.95,-2394.3,73.98,80.55
9/11/2018 12:44:51.4,74.47,-2397.7,73.96,80.69
9/11/2018 12:54:51.4,74.63,-2401.3,73.65,80.94
9/11/2018 13:04:51.4,74.08,-2405.1,73.63,80.87
9/11/2018 13:14:51.4,74.19,-2408.7,74.05,80.98
9/11/2018 13:24:51.4,74.75,-2412.2,74.01,80.94
9/11/2018 13:34:51.4,74.55,-2415.9,74.43,81.36
9/11/2018 13:44:51.4,77.45,-2419.8,73.80,81.68
9/11/2018 13:54:51.4,76.50,-2424.0,74.75,82.11
9/11/2018 14:04:51.4,77.13,-2427.9,74.75,82.18
9/11/2018 14:14:51.4,76.26,-2431.9,74.91,82.49
9/11/2018 14:24:51.4,77.45,-2436.2,74.26,82.90
9/11/2018 14:34:51.4,74.55,-2440.5,74.75,82.51
9/11/2018 14:44:51.4,74.83,-2444.3,74.59,82.04
9/11/2018 14:54:51.4,75.38,-2448.3,74.59,82.13
9/11/2018 15:04:51.4,74.71,-2452.2,74.57,82.08
9/11/2018 15:14:51.4,75.62,-2456.2,74.23,82.15
9/11/2018 15:24:51.4,77.29,-2460.3,74.80,82.11
9/11/2018 15:34:51.4,78.16,-2464.5,75.09,82.92
9/11/2018 15:44:51.4,77.13,-2468.8,74.91,83.16
9/11/2018 15:54:51.4,77.77,-2473.3,74.95,83.37
9/11/2018 16:04:51.4,78.24,-2477.9,74.57,83.26
9/11/2018 16:14:51.4,77.53,-2482.5,74.86,83.41
9/11/2018 16:24:51.4,77.69,-2486.9,74.97,82.94
9/11/2018 16:34:51.4,77.73,-2491.3,74.91,83.21
9/11/2018 16:44:51.4,77.96,-2495.8,74.61,83.17
9/11/2018 16:54:51.4,77.57,-2500.4,74.70,83.19
9/11/2018 17:04:51.4,78.40,-2505.0,74.66,83.25
9/11/2018 17:14:51.4,77.25,-2509.6,74.75,83.10
9/11/2018 17:24:51.4,77.81,-2514.0,75.02,83.21
9/11/2018 17:34:51.4,77.49,-2518.4,74.95,83.19
9/11/2018 17:44:51.4,77.88,-2522.9,75.02,83.30
9/11/2018 17:54:51.4,78.12,-2527.4,74.57,83.08
9/11/2018 18:04:51.4,77.25,-2532.0,74.89,83.07
9/11/2018 18:14:51.4,77.37,-2536.3,74.84,82.72
9/11/2018 18:24:51.4,76.93,-2540.5,74.82,82.69
9/11/2018 18:34:51.4,78.16,-2544.8,74.70,82.63
9/11/2018 18:44:51.4,76.69,-2549.0,74.52,82.45
9/11/2018 18:54:51.4,77.61,-2553.3,74.37,82.42
9/11/2018 19:04:51.4,76.97,-2557.4,74.57,81.95
9/11/2018 19:14:51.4,76.77,-2561.4,74.48,82.24
9/11/2018 19:24:51.4,77.53,-2565.4,74.44,81.90
9/11/2018 19:34:51.4,76.22,-2569.5,74.08,81.95
9/11/2018 19:44:51.4,77.41,-2573.6,74.35,81.79
9/11/2018 19:54:51.4,76.54,-2577.4,74.52,81.63
9/11/2018 20:04:51.4,76.69,-2581.4,74.03,81.77
9/11/2018 20:14:51.4,76.22,-2585.4,73.99,81.25
9/11/2018 20:24:51.4,74.15,-2589.1,73.78,81.27
9/11/2018 20:34:51.4,73.68,-2592.7,73.51,80.31
9/11/2018 20:44:51.4,73.80,-2596.0,73.89,80.04
9/11/2018 20:54:51.4,73.32,-2599.2,73.47,79.72
9/11/2018 21:04:51.4,73.60,-2602.5,73.40,79.92
9/11/2018 21:14:51.4,74.08,-2605.8,73.13,79.61
9/11/2018 21:24:51.4,73.20,-2609.0,73.54,79.41
9/11/2018 21:34:51.4,73.96,-2612.0,73.78,79.56
9/11/2018 21:44:51.4,73.92,-2614.9,73.85,79.63
9/11/2018 21:54:51.4,74.11,-2618.0,73.33,79.79
9/11/2018 22:04:51.4,73.12,-2621.3,73.26,79.74
9/11/2018 22:14:51.4,73.60,-2624.5,73.63,79.41
9/11/2018 22:24:51.4,73.84,-2627.3,73.63,79.16
9/11/2018 22:34:51.4,73.48,-2630.4,73.49,79.65
9/11/2018 22:44:51.4,73.76,-2633.5,73.56,79.86
9/11/2018 22:54:51.4,73.68,-2636.6,73.72,79.56
9/11/2018 23:04:51.4,74.08,-2639.6,73.67,79.63
9/11/2018 23:14:51.4,73.56,-2642.6,73.63,79.54
9/11/2018 23:24:51.4,73.60,-2645.8,73.35,79.61
9/11/2018 23:34:51.4,73.56,-2648.9,73.65,79.39
9/11/2018 23:44:51.4,73.16,-2651.7,73.89,79.38
9/11/2018 23:54:51.4,73.40,-2654.6,73.47,79.84
9/12/2018 00:04:51.4,73.32,-2657.9,73.27,79.74
9/12/2018 00:14:51.4,73.88,-2661.1,73.36,79.27
9/12/2018 00:24:51.4,72.69,-2664.0,73.44,79.11
9/12/2018 00:34:51.4,73.68,-2666.9,73.58,79.29
9/12/2018 00:44:51.4,73.16,-2669.8,73.62,79.36
9/12/2018 00:54:51.4,74.00,-2672.7,73.92,79.54
9/12/2018 01:04:51.4,73.28,-2675.6,73.80,79.75
9/12/2018 01:14:51.4,73.20,-2678.6,73.69,79.77
9/12/2018 01:24:51.4,73.48,-2681.7,73.53,79.50
9/12/2018 01:34:51.4,73.12,-2684.7,73.53,79.50
9/12/2018 01:44:51.4,73.48,-2687.7,73.45,79.38
9/12/2018 01:54:51.4,72.96,-2690.7,73.72,79.36
9/12/2018 02:04:51.4,73.72,-2693.5,73.78,79.38
9/12/2018 02:14:51.4,72.81,-2696.5,73.56,79.70
9/12/2018 02:24:51.4,73.60,-2699.5,73.36,79.43
9/12/2018 02:34:51.4,73.24,-2702.5,73.49,79.25
9/12/2018 02:44:51.4,72.49,-2705.4,73.45,79.20
9/12/2018 02:54:51.4,73.44,-2708.3,73.44,79.14
9/12/2018 03:04:51.4,72.41,-2711.3,73.44,79.25
9/12/2018 03:14:51.4,73.88,-2714.2,73.40,79.18
9/12/2018 03:24:51.4,72.45,-2717.0,73.76,79.12
9/12/2018 03:34:51.4,73.76,-2719.9,73.31,79.21
9/12/2018 03:44:51.4,72.81,-2723.0,73.17,79.30
9/12/2018 03:54:51.4,72.81,-2726.0,73.13,79.02
9/12/2018 04:04:51.4,73.00,-2729.0,72.88,78.80
9/12/2018 04:14:51.4,72.25,-2732.1,72.79,78.85
9/12/2018 04:24:51.4,72.73,-2734.9,73.26,78.51
9/12/2018 04:34:51.4,72.57,-2737.5,73.47,78.69
9/12/2018 04:44:51.4,73.04,-2740.3,73.71,79.07
9/12/2018 04:54:51.4,72.49,-2743.0,73.56,79.03
9/12/2018 05:04:51.4,72.88,-2745.9,73.33,79.57
9/12/2018 05:14:51.4,72.81,-2749.0,72.90,79.09
9/12/2018 05:24:51.4,72.45,-2752.2,72.55,78.91
9/12/2018 05:34:51.4,72.61,-2755.3,72.50,78.55
9/12/2018 05:44:51.4,71.42,-2758.2,72.95,78.24
9/12/2018 05:54:51.4,72.81,-2760.9,72.72,78.44
9/12/2018 06:04:51.4,72.65,-2763.7,73.24,78.46
9/12/2018 06:14:51.4,73.12,-2766.4,72.95,78.87
9/12/2018 06:24:51.4,72.65,-2769.5,72.86,78.91
9/12/2018 06:34:51.4,72.37,-2772.3,73.26,78.62
9/12/2018 06:44:51.4,72.33,-2775.1,73.09,78.60
9/12/2018 06:54:51.4,72.33,-2777.7,73.72,78.85
9/12/2018 07:04:51.4,73.00,-2780.4,72.99,78.91
9/12/2018 07:14:51.4,72.57,-2783.6,73.17,79.05
9/12/2018 07:24:51.4,72.73,-2786.4,73.26,78.73
9/12/2018 07:34:51.4,72.09,-2789.2,73.06,78.80
9/12/2018 07:44:51.4,73.04,-2791.9,73.53,78.75
9/12/2018 07:54:51.4,72.53,-2794.6,73.06,78.89
9/12/2018 08:04:51.4,72.73,-2797.6,73.04,78.91
9/12/2018 08:14:51.4,72.45,-2800.6,72.61,78.64
9/12/2018 08:24:51.4,72.13,-2803.6,72.46,78.42
9/12/2018 08:34:51.4,72.85,-2806.6,72.45,78.24
9/12/2018 08:44:51.4,72.01,-2809.3,72.84,78.15
9/12/2018 08:54:51.4,73.16,-2811.9,73.15,78.24
9/12/2018 09:04:51.4,72.17,-2814.6,73.17,78.53
9/12/2018 09:14:51.4,72.49,-2817.2,73.62,78.73
9/12/2018 09:24:51.4,72.92,-2819.8,73.74,78.82
9/12/2018 09:34:51.4,72.45,-2822.5,73.56,79.12
9/12/2018 09:44:51.4,73.56,-2825.4,73.53,79.38
9/12/2018 09:54:51.4,72.61,-2828.2,74.16,79.45
9/12/2018 10:04:51.4,73.36,-2830.8,74.50,79.61
9/12/2018 10:14:51.4,73.32,-2833.7,73.63,79.95
9/12/2018 10:24:51.4,73.28,-2837.0,73.58,80.02
9/12/2018 10:34:51.4,72.49,-2840.1,73.65,79.38
9/12/2018 10:44:51.4,72.17,-2843.0,73.63,79.52
9/12/2018 10:54:51.4,73.44,-2846.0,73.22,79.30
9/12/2018 11:04:51.4,72.77,-2849.0,73.56,79.27
9/12/2018 11:14:51.4,73.52,-2851.8,73.85,79.36
9/12/2018 11:24:51.4,73.16,-2854.7,73.69,79.77
9/12/2018 11:34:51.4,73.48,-2857.9,73.74,79.97
9/12/2018 11:44:51.4,73.44,-2861.0,73.89,79.66
9/12/2018 11:54:51.4,73.72,-2864.0,73.78,80.29
9/12/2018 12:04:51.4,73.48,-2867.3,73.45,79.93
9/12/2018 12:14:51.4,73.16,-2870.7,73.42,80.10
9/12/2018 12:24:51.4,75.23,-2874.0,73.85,80.10
9/12/2018 12:34:51.4,75.31,-2877.4,73.96,80.53
9/12/2018 12:44:51.4,76.18,-2881.0,73.92,81.18
9/12/2018 12:54:51.4,75.58,-2884.7,73.92,81.05
9/12/2018 13:04:51.4,75.23,-2888.5,74.30,81.50
9/12/2018 13:14:51.4,75.27,-2892.2,73.99,81.00
9/12/2018 13:24:51.4,72.96,-2895.9,73.89,81.30
