Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (BTU),RTD1 Temperature (F),RTD2 Temperature (F)
9/21/2018 18:16:30.8,473.37,-476023520.0,68.23,72.32
9/21/2018 18:26:30.8,466.48,-476168416.0,68.16,71.60
9/21/2018 18:36:30.8,462.55,-476300544.0,68.49,71.74
9/21/2018 18:46:30.8,467.96,-476425632.0,68.85,71.98
9/21/2018 18:56:30.8,465.99,-476545728.0,69.08,71.91
9/21/2018 19:06:30.8,461.08,-476647360.0,68.99,71.55
9/21/2018 19:16:30.8,460.59,-476742464.0,69.01,71.49
9/21/2018 19:26:30.8,465.99,-476835968.0,69.21,71.60
9/21/2018 19:36:30.8,471.65,-476924480.0,69.28,71.55
9/21/2018 19:46:30.8,465.50,-477015904.0,69.35,71.71
9/21/2018 19:56:30.8,467.96,-477110624.0,69.39,71.82
9/21/2018 20:06:30.8,465.99,-477204000.0,69.40,71.91
9/21/2018 20:16:30.8,473.61,-477300000.0,69.37,71.94
9/21/2018 20:26:30.8,467.47,-477400160.0,69.40,72.00
9/21/2018 20:36:30.8,465.99,-477502304.0,69.28,71.87
9/21/2018 20:46:30.8,472.63,-477603008.0,69.39,71.87
9/21/2018 20:56:30.8,475.82,-477701472.0,69.24,71.78
9/21/2018 21:06:30.8,459.36,-477785472.0,69.03,71.15
9/21/2018 21:16:30.8,467.47,-477867296.0,69.08,71.17
9/21/2018 21:26:30.8,469.68,-477946560.0,69.19,71.15
9/21/2018 21:36:30.8,465.50,-478021600.0,69.28,71.19
9/21/2018 21:46:30.8,485.16,-478095552.0,69.26,71.15
9/21/2018 21:56:30.8,473.86,-478166112.0,69.19,70.95
9/21/2018 22:06:30.8,460.83,-478234592.0,68.83,70.52
9/21/2018 22:16:30.8,466.73,-478313152.0,68.68,71.69
9/21/2018 22:26:30.8,478.04,-478473536.0,71.08,75.78
9/21/2018 22:36:30.8,481.72,-478664704.0,70.90,75.96
9/21/2018 22:46:30.8,475.58,-478848032.0,69.75,74.21
9/21/2018 22:56:30.8,473.37,-479026304.0,68.95,74.46
9/21/2018 23:06:30.8,472.87,-479227968.0,69.46,74.50
9/21/2018 23:16:30.8,466.48,-479395104.0,69.24,72.70
9/21/2018 23:26:30.8,468.94,-479549984.0,68.97,72.90
9/21/2018 23:36:30.8,473.12,-479653728.0,68.63,70.70
9/21/2018 23:46:30.8,471.65,-479722624.0,68.23,69.93
9/21/2018 23:56:30.8,471.65,-479805088.0,68.23,71.40
9/22/2018 00:06:30.8,478.53,-479938272.0,69.76,73.36
9/22/2018 00:16:30.8,468.94,-480057216.0,70.45,72.72
9/22/2018 00:26:30.8,469.19,-480140576.0,69.21,71.26
9/22/2018 00:36:30.8,593.55,-480236928.0,69.44,69.84
9/22/2018 00:46:30.8,181.38,-480284384.0,68.49,72.46
9/22/2018 00:56:30.8,180.64,-480341408.0,69.53,72.97
9/22/2018 01:06:30.8,177.69,-480398304.0,69.67,73.85
9/22/2018 01:16:30.8,180.40,-480459360.0,69.85,73.56
9/22/2018 01:26:30.8,188.26,-480516128.0,69.67,73.42
9/22/2018 01:36:30.8,181.87,-480573152.0,69.35,73.06
9/22/2018 01:46:30.8,186.05,-480629248.0,69.15,72.84
9/22/2018 01:56:30.8,181.13,-480685280.0,68.90,72.59
9/22/2018 02:06:30.8,188.75,-480740768.0,68.99,72.63
9/22/2018 02:16:30.8,177.69,-480794976.0,69.13,72.72
9/22/2018 02:26:30.8,174.99,-480848768.0,69.13,72.68
9/22/2018 02:36:30.8,185.31,-480902112.0,69.17,72.73
9/22/2018 02:46:30.8,183.35,-480932224.0,69.19,69.82
9/22/2018 02:56:30.8,184.33,-480942880.0,68.13,68.97
9/22/2018 03:06:30.8,181.63,-480955104.0,67.86,68.68
9/22/2018 03:16:30.8,185.31,-481016640.0,68.27,72.46
9/22/2018 03:26:30.8,190.72,-481065952.0,70.63,73.51
9/22/2018 03:36:30.8,186.79,-481114528.0,69.96,73.13
9/22/2018 03:46:30.8,183.10,-481164768.0,69.60,73.06
9/22/2018 03:56:30.8,182.86,-481215616.0,69.35,72.72
9/22/2018 04:06:30.8,186.05,-481267200.0,69.10,72.46
9/22/2018 04:16:30.8,177.20,-481318272.0,69.03,72.41
9/22/2018 04:26:30.8,188.51,-481368928.0,69.06,72.39
9/22/2018 04:36:30.8,180.15,-481419392.0,68.92,72.27
9/22/2018 04:46:30.8,183.59,-481469536.0,69.15,72.39
9/22/2018 04:56:30.8,180.15,-481519168.0,69.10,72.36
9/22/2018 05:06:30.8,183.84,-481568064.0,69.35,72.61
9/22/2018 05:16:30.8,180.89,-481616736.0,69.31,72.50
9/22/2018 05:26:30.8,180.89,-481666176.0,69.04,72.32
9/22/2018 05:36:30.8,180.15,-481715296.0,69.19,72.45
9/22/2018 05:46:30.8,183.59,-481764128.0,69.10,72.30
9/22/2018 05:56:30.8,182.36,-481813248.0,69.13,72.37
9/22/2018 06:06:30.8,182.61,-481862464.0,69.17,72.39
9/22/2018 06:16:30.8,181.13,-481911552.0,69.13,72.39
9/22/2018 06:26:30.8,187.28,-481960512.0,69.15,72.43
9/22/2018 06:36:30.8,185.31,-482010112.0,69.10,72.34
9/22/2018 06:46:30.8,182.36,-482058944.0,69.10,71.33
9/22/2018 06:56:30.8,175.48,-482069824.0,69.10,69.75
9/22/2018 07:06:30.8,183.84,-482081792.0,68.04,68.81
9/22/2018 07:16:30.8,188.51,-482093408.0,68.18,68.77
9/22/2018 07:26:30.8,189.00,-482132352.0,68.77,73.42
9/22/2018 07:36:30.8,187.77,-482188128.0,70.50,73.06
9/22/2018 07:46:30.8,184.82,-482233920.0,70.36,73.80
9/22/2018 07:56:30.8,180.64,-482285760.0,69.93,73.35
9/22/2018 08:06:30.8,180.89,-482338848.0,69.21,72.64
9/22/2018 08:16:30.8,171.30,-482391360.0,68.97,72.45
9/22/2018 08:26:30.8,184.33,-482443136.0,69.03,72.45
9/22/2018 08:36:30.8,181.38,-482494528.0,69.01,72.37
9/22/2018 08:46:30.8,182.86,-482545344.0,69.22,72.57
9/22/2018 08:56:30.8,182.36,-482595744.0,69.17,72.52
9/22/2018 09:06:30.8,182.61,-482646624.0,69.28,72.59
9/22/2018 09:16:30.8,191.21,-482697600.0,69.28,72.57
9/22/2018 09:26:30.8,185.07,-482748320.0,69.28,72.63
9/22/2018 09:36:30.8,179.91,-482799776.0,69.22,72.63
9/22/2018 09:46:30.8,182.86,-482851424.0,69.26,72.70
9/22/2018 09:56:30.8,179.66,-482903616.0,69.21,72.72
9/22/2018 10:06:30.8,181.13,-482956544.0,69.21,72.68
9/22/2018 10:16:30.8,183.59,-483009824.0,69.28,72.75
9/22/2018 10:26:30.8,187.77,-483062976.0,69.28,72.81
9/22/2018 10:36:30.8,180.15,-483117120.0,69.35,72.91
9/22/2018 10:46:30.8,182.12,-483170880.0,69.42,73.02
9/22/2018 10:56:30.8,185.31,-483226176.0,69.46,73.11
9/22/2018 11:06:30.8,186.79,-483281088.0,69.48,73.11
9/22/2018 11:16:30.8,180.64,-483336384.0,69.40,73.04
9/22/2018 11:26:30.8,186.05,-483391744.0,69.40,73.08
9/22/2018 11:36:30.8,175.97,-483447328.0,69.40,73.04
9/22/2018 11:46:30.8,182.61,-483504672.0,69.39,73.33
9/22/2018 11:56:30.8,183.10,-483567520.0,69.49,73.72
9/22/2018 12:06:30.8,183.84,-483634304.0,69.67,74.08
9/22/2018 12:16:30.8,185.80,-483701344.0,69.64,74.03
9/22/2018 12:26:30.8,163.19,-483769920.0,69.75,74.30
9/22/2018 12:36:30.8,183.10,-483839072.0,69.73,74.32
9/22/2018 12:46:30.8,179.91,-483908480.0,69.69,74.35
9/22/2018 12:56:30.8,184.08,-483978816.0,69.64,74.19
9/22/2018 13:06:30.8,181.87,-484048672.0,69.51,73.96
9/22/2018 13:16:30.8,182.12,-484117824.0,69.42,74.03
9/22/2018 13:26:30.8,183.84,-484187040.0,69.30,73.90
9/22/2018 13:36:30.8,191.95,-484256608.0,69.24,73.87
9/22/2018 13:46:30.8,181.13,-484325600.0,69.08,73.67
9/22/2018 13:56:30.8,171.55,-484396416.0,69.10,73.80
9/22/2018 14:06:30.8,180.64,-484466816.0,69.24,73.85
9/22/2018 14:16:30.8,185.07,-484535744.0,69.19,73.80
9/22/2018 14:26:30.8,182.12,-484606400.0,69.26,73.89
9/22/2018 14:36:30.8,177.69,-484677888.0,69.37,74.05
9/22/2018 14:46:30.8,180.40,-484749952.0,69.44,74.16
9/22/2018 14:56:30.8,180.89,-484824192.0,69.46,74.44
9/22/2018 15:06:30.8,183.35,-484898240.0,69.69,74.50
9/22/2018 15:16:30.8,180.89,-484971648.0,69.53,74.37
9/22/2018 15:26:30.8,185.31,-485045728.0,69.51,74.48
9/22/2018 15:36:30.8,182.36,-485120896.0,69.44,74.34
9/22/2018 15:46:30.8,184.58,-485194336.0,69.46,74.30
9/22/2018 15:56:30.8,178.43,-485267488.0,69.35,74.23
9/22/2018 16:06:30.8,189.74,-485341568.0,69.12,73.87
9/22/2018 16:16:30.8,179.17,-485412640.0,68.99,73.65
9/22/2018 16:26:30.8,182.61,-485482304.0,68.68,73.20
9/22/2018 16:36:30.8,187.52,-485549792.0,68.49,72.97
9/22/2018 16:46:30.8,182.61,-485616608.0,68.61,72.95
9/22/2018 16:56:30.8,174.99,-485682208.0,68.58,72.99
9/22/2018 17:06:30.8,184.08,-485748352.0,68.83,73.20
9/22/2018 17:16:30.8,185.31,-485815872.0,69.01,73.42
9/22/2018 17:26:30.8,194.90,-485881280.0,69.19,73.49
9/22/2018 17:36:30.8,185.07,-485946080.0,69.22,73.49
9/22/2018 17:46:30.8,177.94,-486009248.0,69.17,73.26
9/22/2018 17:56:30.8,182.61,-486069472.0,69.06,73.08
9/22/2018 18:06:30.8,180.15,-486132736.0,68.94,73.17
9/22/2018 18:16:30.8,189.74,-486196608.0,69.01,73.13
9/22/2018 18:26:30.8,185.31,-486254816.0,69.15,72.68
9/22/2018 18:36:30.8,187.28,-486308320.0,69.19,72.77
9/22/2018 18:46:30.8,183.10,-486363456.0,69.15,72.72
9/22/2018 18:56:30.8,193.18,-486415904.0,69.10,72.50
9/22/2018 19:06:30.8,185.31,-486466144.0,68.97,72.28
9/22/2018 19:16:30.8,174.50,-486516032.0,69.06,72.34
9/22/2018 19:26:30.8,183.35,-486590400.0,68.97,72.30
9/22/2018 19:36:30.8,181.63,-486639488.0,69.19,72.43
9/22/2018 19:46:30.8,191.46,-486688576.0,69.30,72.52
9/22/2018 19:56:30.8,183.59,-486737152.0,69.19,72.41
9/22/2018 20:06:30.8,189.98,-486786816.0,69.48,72.75
9/22/2018 20:16:30.8,184.08,-486837408.0,69.58,73.08
9/22/2018 20:26:30.8,183.35,-486891904.0,69.62,73.29
9/22/2018 20:36:30.8,184.58,-486947808.0,69.55,73.18
9/22/2018 20:46:30.8,180.40,-487003232.0,69.22,72.79
9/22/2018 20:56:30.8,182.86,-487056672.0,68.81,72.25
9/22/2018 21:06:30.8,183.59,-487108640.0,68.77,72.21
9/22/2018 21:16:30.8,187.28,-487160576.0,68.67,72.14
9/22/2018 21:26:30.8,182.86,-487212160.0,69.08,72.41
9/22/2018 21:36:30.8,179.91,-487262496.0,69.26,72.57
9/22/2018 21:46:30.8,178.19,-487312352.0,69.30,72.57
9/22/2018 21:56:30.8,185.56,-487361984.0,69.28,72.54
9/22/2018 22:06:30.8,172.53,-487411392.0,69.31,72.55
9/22/2018 22:16:30.8,179.91,-487460416.0,69.22,72.52
9/22/2018 22:26:30.8,186.79,-487509440.0,69.35,72.57
9/22/2018 22:36:30.8,180.64,-487558432.0,69.19,72.46
9/22/2018 22:46:30.8,180.89,-487607584.0,69.08,72.34
9/22/2018 22:56:30.8,177.20,-487657184.0,69.12,72.36
9/22/2018 23:06:30.8,174.74,-487707008.0,69.04,72.30
9/22/2018 23:16:30.8,181.63,-487756224.0,69.22,72.46
9/22/2018 23:26:30.8,186.05,-487805216.0,69.15,72.37
9/22/2018 23:36:30.8,182.36,-487854208.0,69.21,72.45
9/22/2018 23:46:30.8,177.94,-487903296.0,69.21,72.50
9/22/2018 23:56:30.8,184.33,-487952576.0,69.28,72.57
9/23/2018 00:06:30.8,178.68,-488002304.0,69.15,72.50
9/23/2018 00:16:30.8,184.58,-488052320.0,69.26,72.57
9/23/2018 00:26:30.8,180.89,-488102656.0,68.95,72.27
9/23/2018 00:36:30.8,1026.62,-488157472.0,69.03,69.69
9/23/2018 00:46:30.8,1034.97,-488204064.0,69.51,70.05
9/23/2018 00:56:30.8,1024.65,-488247872.0,70.03,70.52
9/23/2018 01:06:30.8,1021.21,-488293952.0,70.09,70.45
9/23/2018 01:16:30.8,1019.00,-488340320.0,70.25,70.72
9/23/2018 01:26:30.8,1021.21,-488388064.0,70.30,70.79
9/23/2018 01:36:30.8,186.54,-488434400.0,69.98,73.29
9/23/2018 01:46:30.8,179.91,-488485472.0,70.25,73.40
9/23/2018 01:56:30.8,183.84,-488531552.0,71.37,74.59
9/23/2018 02:06:30.8,188.26,-488585856.0,69.58,73.27
9/23/2018 02:16:30.8,176.71,-488641312.0,69.03,72.73
9/23/2018 02:26:30.8,178.92,-488696736.0,68.67,72.32
9/23/2018 02:36:30.8,186.54,-488751008.0,68.63,72.19
9/23/2018 02:46:30.8,185.80,-488803872.0,68.77,72.16
9/23/2018 02:56:30.8,183.10,-488855488.0,69.03,72.39
9/23/2018 03:06:30.8,176.71,-488905472.0,69.13,72.50
9/23/2018 03:16:30.8,182.36,-488955648.0,69.28,72.55
9/23/2018 03:26:30.8,181.63,-489005504.0,69.35,72.63
9/23/2018 03:36:30.8,182.12,-489055392.0,69.28,72.54
9/23/2018 03:46:30.8,180.64,-489105664.0,69.12,72.46
9/23/2018 03:56:30.8,181.87,-489156000.0,69.22,72.54
9/23/2018 04:06:30.8,182.86,-489207040.0,69.22,72.66
9/23/2018 04:16:30.8,182.12,-489257664.0,69.28,72.61
9/23/2018 04:26:30.8,184.08,-489308064.0,69.21,72.57
9/23/2018 04:36:30.8,188.26,-489359008.0,69.13,72.52
9/23/2018 04:46:30.8,185.56,-489410016.0,69.06,72.46
9/23/2018 04:56:30.8,184.33,-489460224.0,69.17,72.54
9/23/2018 05:06:30.8,176.96,-489510400.0,69.31,72.68
9/23/2018 05:16:30.8,184.33,-489560384.0,69.22,72.55
9/23/2018 05:26:30.8,174.50,-489610592.0,69.22,72.57
9/23/2018 05:36:30.8,180.15,-489661184.0,69.22,72.61
9/23/2018 05:46:30.8,182.61,-489712544.0,69.19,72.59
9/23/2018 05:56:30.8,180.89,-489763296.0,69.44,72.82
9/23/2018 06:06:30.8,180.64,-489813568.0,69.31,72.64
9/23/2018 06:16:30.8,183.59,-489864224.0,69.04,72.39
9/23/2018 06:26:30.8,176.46,-489914976.0,69.04,72.43
9/23/2018 06:36:30.8,181.38,-489965504.0,69.04,72.36
9/23/2018 06:46:30.8,178.43,-490015040.0,69.03,72.28
9/23/2018 06:56:30.8,186.54,-490064384.0,69.17,72.50
9/23/2018 07:06:30.8,186.05,-490114080.0,69.24,72.50
9/23/2018 07:16:30.8,181.38,-490163680.0,69.31,72.64
9/23/2018 07:26:30.8,175.97,-490213696.0,69.19,72.52
9/23/2018 07:36:30.8,180.40,-490264288.0,69.19,72.55
9/23/2018 07:46:30.8,172.29,-490314976.0,69.26,72.66
9/23/2018 07:56:30.8,179.66,-490365920.0,69.19,72.55
9/23/2018 08:06:30.8,175.97,-490417632.0,69.13,72.59
9/23/2018 08:16:30.8,182.86,-490469120.0,69.30,72.72
9/23/2018 08:26:30.8,183.59,-490520288.0,69.24,72.68
9/23/2018 08:36:30.8,186.54,-490572704.0,69.13,72.59
9/23/2018 08:46:30.8,182.36,-490624800.0,69.35,72.86
9/23/2018 08:56:30.8,183.59,-490676896.0,69.22,72.73
9/23/2018 09:06:30.8,179.41,-490729920.0,69.39,72.91
9/23/2018 09:16:30.8,183.84,-490783616.0,69.42,72.95
9/23/2018 09:26:30.8,184.33,-490837024.0,69.39,72.95
9/23/2018 09:36:30.8,182.12,-490891392.0,69.35,72.95
9/23/2018 09:46:30.8,180.64,-490945728.0,69.37,72.99
9/23/2018 09:56:30.8,184.82,-491000800.0,69.24,72.86
9/23/2018 10:06:30.8,185.31,-491055968.0,69.26,72.91
9/23/2018 10:16:30.8,183.35,-491111328.0,69.30,73.00
9/23/2018 10:26:30.8,187.52,-491166592.0,69.37,73.06
9/23/2018 10:36:30.8,178.68,-491222784.0,69.39,73.11
9/23/2018 10:46:30.8,184.08,-491279168.0,69.39,73.08
9/23/2018 10:56:30.8,182.36,-491335584.0,69.35,73.15
9/23/2018 11:06:30.8,181.63,-491396928.0,69.37,73.62
9/23/2018 11:16:30.8,187.77,-491464384.0,69.53,74.14
9/23/2018 11:26:30.8,185.56,-491535488.0,69.71,74.41
9/23/2018 11:36:30.8,183.10,-491605952.0,69.80,74.50
9/23/2018 11:46:30.8,181.87,-491676448.0,69.71,74.44
9/23/2018 11:56:30.8,175.48,-491747840.0,69.55,74.26
9/23/2018 12:06:30.8,185.56,-491818368.0,69.55,74.19
9/23/2018 12:16:30.8,175.73,-491890112.0,69.37,74.14
9/23/2018 12:26:30.8,186.54,-491962432.0,69.28,74.12
9/23/2018 12:36:30.8,181.13,-492035776.0,69.42,74.34
9/23/2018 12:46:30.8,177.20,-492109632.0,69.53,74.39
9/23/2018 12:56:30.8,177.94,-492183168.0,69.44,74.30
9/23/2018 13:06:30.8,175.48,-492257024.0,69.48,74.41
9/23/2018 13:16:30.8,176.96,-492331584.0,69.51,74.44
9/23/2018 13:26:30.8,191.95,-492407168.0,69.48,74.34
9/23/2018 13:36:30.8,182.61,-492480064.0,69.46,74.35
9/23/2018 13:46:30.8,181.63,-492553984.0,69.26,74.12
9/23/2018 13:56:30.8,180.15,-492627360.0,69.10,74.01
9/23/2018 14:06:30.8,170.57,-492699840.0,69.10,73.94
9/23/2018 14:16:30.8,186.05,-492773056.0,69.12,73.99
9/23/2018 14:26:30.8,182.86,-492847168.0,69.19,74.05
9/23/2018 14:36:30.8,169.09,-492920960.0,69.31,74.23
9/23/2018 14:46:30.8,184.82,-492996128.0,69.30,74.26
9/23/2018 14:56:30.8,182.86,-493070720.0,69.42,74.34
9/23/2018 15:06:30.8,191.21,-493144224.0,69.48,74.30
9/23/2018 15:16:30.8,183.35,-493217888.0,69.30,74.12
9/23/2018 15:26:30.8,177.45,-493290784.0,69.21,74.05
9/23/2018 15:36:30.8,182.36,-493363360.0,69.04,73.80
9/23/2018 15:46:30.8,180.40,-493435840.0,69.03,73.81
9/23/2018 15:56:30.8,178.43,-493508832.0,69.03,73.89
9/23/2018 16:06:30.8,180.89,-493581600.0,69.26,74.05
9/23/2018 16:16:30.8,182.86,-493653600.0,69.30,74.01
9/23/2018 16:26:30.8,189.00,-493725472.0,69.22,74.01
9/23/2018 16:36:30.8,183.10,-493798592.0,69.26,74.12
9/23/2018 16:46:30.8,171.30,-493872000.0,69.30,74.08
9/23/2018 16:56:30.8,184.82,-493944320.0,69.35,74.19
9/23/2018 17:06:30.8,189.00,-494016320.0,69.26,74.05
9/23/2018 17:16:30.8,179.17,-494089056.0,69.08,73.85
9/23/2018 17:26:30.8,169.58,-494161248.0,69.17,73.92
9/23/2018 17:36:30.8,182.36,-494232896.0,69.19,73.92
9/23/2018 17:46:30.8,187.77,-494304352.0,69.15,73.85
9/23/2018 17:56:30.8,181.63,-494374272.0,69.26,73.92
9/23/2018 18:06:30.8,184.08,-494444352.0,69.06,73.58
9/23/2018 18:16:30.8,188.26,-494512896.0,68.97,73.45
9/23/2018 18:26:30.8,186.05,-494579584.0,68.97,73.26
9/23/2018 18:36:30.8,180.40,-494643872.0,68.86,73.09
9/23/2018 18:46:30.8,181.38,-494706016.0,68.83,72.72
9/23/2018 18:56:30.8,184.08,-494766336.0,68.77,73.06
9/23/2018 19:06:30.8,182.61,-494831232.0,68.90,73.02
9/23/2018 19:16:30.8,179.66,-494891584.0,69.15,73.00
9/23/2018 19:26:30.8,170.81,-494944096.0,69.30,72.75
9/23/2018 19:36:30.8,184.58,-494995840.0,68.86,72.28
9/23/2018 19:46:30.8,178.19,-495047008.0,68.92,72.28
9/23/2018 19:56:30.8,184.08,-495097760.0,69.10,72.41
9/23/2018 20:06:30.8,180.15,-495147392.0,69.03,72.36
9/23/2018 20:16:30.8,175.73,-495196576.0,69.26,72.50
9/23/2018 20:26:30.8,183.59,-495245344.0,69.26,72.50
9/23/2018 20:36:30.8,184.33,-495294688.0,69.24,72.50
9/23/2018 20:46:30.8,184.58,-495344288.0,69.12,72.43
9/23/2018 20:56:30.8,186.05,-495394432.0,69.31,72.54
9/23/2018 21:06:30.8,180.64,-495444064.0,69.28,72.63
9/23/2018 21:16:30.8,178.43,-495493632.0,69.22,72.50
9/23/2018 21:26:30.8,184.33,-495544000.0,68.95,72.27
9/23/2018 21:36:30.8,186.30,-495593056.0,69.03,72.27
9/23/2018 21:46:30.8,189.00,-495642688.0,69.21,72.50
9/23/2018 21:56:30.8,176.96,-495691872.0,69.28,72.54
9/23/2018 22:06:30.8,176.46,-495741440.0,69.17,72.50
9/23/2018 22:16:30.8,185.31,-495791456.0,69.19,72.50
9/23/2018 22:26:30.8,186.05,-495841152.0,69.01,72.34
9/23/2018 22:36:30.8,182.86,-495890912.0,68.86,72.09
9/23/2018 22:46:30.8,184.58,-495940320.0,69.10,72.41
9/23/2018 22:56:30.8,181.13,-495989408.0,69.24,72.50
9/23/2018 23:06:30.8,183.59,-496038176.0,69.21,72.43
9/23/2018 23:16:30.8,175.97,-496087488.0,69.28,72.54
9/23/2018 23:26:30.8,189.74,-496137248.0,69.15,72.50
9/23/2018 23:36:30.8,179.91,-496186752.0,69.19,72.55
9/23/2018 23:46:30.8,176.96,-496236832.0,69.13,72.50
9/23/2018 23:56:30.8,181.13,-496287360.0,69.21,72.57
9/24/2018 00:06:30.8,177.45,-496337152.0,69.19,72.45
9/24/2018 00:16:30.8,185.31,-496386016.0,69.15,72.39
9/24/2018 00:26:30.8,182.12,-496435488.0,69.13,72.41
9/24/2018 00:36:30.8,1022.68,-496492000.0,68.81,69.51
9/24/2018 00:46:30.8,1027.85,-496536096.0,69.57,70.29
9/24/2018 00:56:30.8,1016.05,-496557600.0,69.58,69.80
9/24/2018 01:06:30.8,1019.00,-496574048.0,69.87,70.07
9/24/2018 01:16:30.8,1030.06,-496590496.0,70.29,70.48
9/24/2018 01:26:30.8,1028.58,-496608512.0,70.27,70.43
9/24/2018 01:36:30.8,181.13,-496624736.0,70.05,70.59
9/24/2018 01:46:30.8,179.41,-496634880.0,69.80,70.45
9/24/2018 01:56:30.8,167.37,-496644864.0,70.07,70.74
9/24/2018 02:06:30.8,192.44,-496654624.0,70.05,70.75
9/24/2018 02:16:30.8,178.43,-496667872.0,68.61,69.46
9/24/2018 02:26:30.8,179.17,-496680896.0,68.27,69.08
9/24/2018 02:36:30.8,181.87,-496693312.0,67.96,68.67
9/24/2018 02:46:30.8,180.64,-496703200.0,68.72,69.40
9/24/2018 02:56:30.8,175.24,-496712000.0,69.31,69.93
9/24/2018 03:06:30.8,176.96,-496721216.0,69.19,69.89
9/24/2018 03:16:30.8,185.07,-496732160.0,69.03,69.66
9/24/2018 03:26:30.8,179.17,-496740992.0,69.51,70.14
9/24/2018 03:36:30.8,182.86,-496754496.0,68.85,73.51
9/24/2018 03:46:30.8,180.64,-496778176.0,69.53,72.14
9/24/2018 03:56:30.8,183.84,-496810688.0,69.13,69.87
9/24/2018 04:06:30.8,177.69,-496819808.0,68.97,69.76
9/24/2018 04:16:30.8,177.69,-496830464.0,68.90,69.49
9/24/2018 04:26:30.8,183.10,-496839680.0,69.31,69.96
9/24/2018 04:36:30.8,179.17,-496850464.0,68.90,69.46
9/24/2018 04:46:30.8,180.15,-496876448.0,69.35,69.96
9/24/2018 04:56:30.8,179.41,-496886016.0,69.30,69.94
9/24/2018 05:06:30.8,186.30,-496911264.0,68.65,69.21
9/24/2018 05:16:30.8,180.40,-496917824.0,69.80,70.41
9/24/2018 05:26:30.8,177.45,-496928608.0,68.65,69.35
9/24/2018 05:36:30.8,185.07,-496938208.0,69.28,69.84
9/24/2018 05:46:30.8,180.40,-496948704.0,68.67,69.44
9/24/2018 05:56:30.8,174.99,-496958048.0,69.46,70.03
9/24/2018 06:06:30.8,181.63,-496968832.0,68.77,69.58
9/24/2018 06:16:30.8,184.33,-496978272.0,69.44,70.02
9/24/2018 06:26:30.8,181.13,-496989312.0,68.72,69.55
9/24/2018 06:36:30.8,169.34,-496998912.0,69.42,69.96
9/24/2018 06:46:30.8,185.07,-497009408.0,68.81,69.58
9/24/2018 06:56:30.8,175.48,-497018912.0,69.46,70.03
9/24/2018 07:06:30.8,180.15,-497029504.0,68.85,69.62
9/24/2018 07:16:30.8,181.38,-497038976.0,69.53,70.12
9/24/2018 07:26:30.8,179.66,-497049472.0,68.90,69.53
9/24/2018 07:36:30.8,183.35,-497059456.0,69.37,69.94
9/24/2018 07:46:30.8,183.59,-497069984.0,68.92,71.60
9/24/2018 07:56:30.8,179.17,-497116448.0,69.42,74.12
9/24/2018 08:06:30.8,184.33,-497187712.0,69.94,74.12
9/24/2018 08:16:30.8,181.13,-497240224.0,70.92,74.21
9/24/2018 08:26:30.8,185.80,-497293184.0,69.98,73.62
9/24/2018 08:36:30.8,182.86,-497345760.0,69.44,72.91
9/24/2018 08:46:30.8,182.86,-497398816.0,68.97,72.46
9/24/2018 08:56:30.8,184.82,-497451680.0,68.65,72.28
9/24/2018 09:06:30.8,175.24,-497504128.0,68.83,72.30
9/24/2018 09:16:30.8,171.79,-497556256.0,69.13,72.50
9/24/2018 09:26:30.8,181.87,-497607360.0,69.22,72.63
9/24/2018 09:36:30.8,181.63,-497659680.0,69.35,72.81
9/24/2018 09:46:30.8,182.12,-497712608.0,69.31,72.90
9/24/2018 09:56:30.8,180.15,-497767328.0,69.39,73.02
9/24/2018 10:06:30.8,183.10,-497821952.0,69.42,73.04
9/24/2018 10:16:30.8,182.12,-497878048.0,69.30,72.99
9/24/2018 10:26:30.8,175.24,-497934368.0,69.48,73.20
9/24/2018 10:36:30.8,177.45,-497990848.0,69.48,73.26
9/24/2018 10:46:30.8,183.59,-498048128.0,69.48,73.35
9/24/2018 10:56:30.8,175.97,-498111168.0,69.55,73.80
9/24/2018 11:06:30.8,179.17,-498179904.0,69.66,74.34
9/24/2018 11:16:30.8,179.41,-498251424.0,69.98,74.71
9/24/2018 11:26:30.8,184.58,-498324224.0,70.09,74.91
9/24/2018 11:36:30.8,174.01,-498399136.0,70.12,75.07
9/24/2018 11:46:30.8,177.69,-498476160.0,70.12,75.29
9/24/2018 11:56:30.8,176.96,-498554496.0,70.07,75.20
9/24/2018 12:06:30.8,173.76,-498633056.0,70.02,75.20
9/24/2018 12:16:30.8,187.28,-498711680.0,70.25,75.49
9/24/2018 12:26:30.8,168.35,-498790144.0,70.38,75.60
9/24/2018 12:36:30.8,179.17,-498868768.0,70.52,75.65
9/24/2018 12:46:30.8,179.41,-498947200.0,70.56,75.87
9/24/2018 12:56:30.8,182.61,-499026464.0,70.59,75.79
9/24/2018 13:06:30.8,182.61,-499107200.0,70.81,76.21
9/24/2018 13:16:30.8,177.20,-499188704.0,70.86,76.26
9/24/2018 13:26:30.8,183.10,-499269088.0,70.99,76.44
9/24/2018 13:36:30.8,193.67,-499349184.0,70.95,76.19
9/24/2018 13:46:30.8,180.64,-499428800.0,71.02,76.42
9/24/2018 13:56:30.8,174.01,-499509472.0,71.10,76.41
9/24/2018 14:06:30.8,180.64,-499590464.0,71.17,76.55
9/24/2018 14:16:30.8,175.73,-499670656.0,71.20,76.60
